GP;RUA;Coluna;base foot_print;TOTAL 1 ALTURA;TOTAL 2 ALTURA;TOTAL 3 ALTURA;TIPO ARMAZEM;ALTURA_MIN;ALTURA_MED;ALTURA_MAX
9;9064;9;18;18;36;54;COBERTO;1;2;3
9;9065;9;18;18;36;54;COBERTO;1;2;3
9;9066;9;18;18;36;54;COBERTO;1;2;3
9;9067;9;18;18;36;54;COBERTO;1;2;3
9;9068;9;18;18;36;54;COBERTO;1;2;3
9;9069;9;18;18;36;54;COBERTO;1;2;3
9;9070;9;18;18;36;54;COBERTO;1;2;3
9;9071;9;18;18;36;54;COBERTO;1;2;3
9;9072;9;18;18;36;54;COBERTO;1;2;3
9;9073;9;18;18;36;54;COBERTO;1;2;3
9;9074;9;18;18;36;54;COBERTO;1;2;3
9;9075;9;18;18;36;54;COBERTO;1;2;3
10;3001;6;12;12;24;36;COBERTO;1;2;3
10;3002;6;12;12;24;36;COBERTO;1;2;3
10;3003;6;12;12;24;36;COBERTO;1;2;3
10;3004;6;12;12;24;36;COBERTO;1;2;3
10;3005;23;46;46;92;138;COBERTO;1;2;3
10;3006;23;46;46;92;138;COBERTO;1;2;3
10;3007;15;30;30;60;90;COBERTO;1;2;3
10;3008;15;30;30;60;90;COBERTO;1;2;3
10;3009;15;30;30;60;90;COBERTO;1;2;3
10;3010;0;0;0;0;0;COBERTO;1;2;3
10;3011;0;0;0;0;0;COBERTO;1;2;3
10;3012;14;28;28;56;84;COBERTO;1;2;3
10;3013;14;28;28;56;84;COBERTO;1;2;3
10;3014;14;28;28;56;84;COBERTO;1;2;3
10;3015;14;28;28;56;84;COBERTO;1;2;3
10;3016;14;28;28;56;84;COBERTO;1;2;3
10;3017;14;28;28;56;84;COBERTO;1;2;3
10;3018;14;28;28;56;84;COBERTO;1;2;3
10;3019;14;28;28;56;84;COBERTO;1;2;3
10;3020;14;28;28;56;84;COBERTO;1;2;3
10;3021;14;28;28;56;84;COBERTO;1;2;3
10;3022;14;28;28;56;84;COBERTO;1;2;3
10;3023;14;28;28;56;84;COBERTO;1;2;3
10;3024;14;28;28;56;84;COBERTO;1;2;3
10;3025;14;28;28;56;84;COBERTO;1;2;3
10;3026;14;28;28;56;84;COBERTO;1;2;3
10;3027;14;28;28;56;84;COBERTO;1;2;3
10;3028;14;28;28;56;84;COBERTO;1;2;3
10;3029;14;28;28;56;84;COBERTO;1;2;3
10;3030;14;28;28;56;84;COBERTO;1;2;3
10;3031;14;28;28;56;84;COBERTO;1;2;3
10;3032;14;28;28;56;84;COBERTO;1;2;3
10;3033;14;28;28;56;84;COBERTO;1;2;3
10;3034;14;28;28;56;84;COBERTO;1;2;3
11;3101;13;26;26;52;78;COBERTO;1;2;3
11;3102;13;26;26;52;78;COBERTO;1;2;3
11;3103;13;26;26;52;78;COBERTO;1;2;3
11;3104;13;26;26;52;78;COBERTO;1;2;3
11;3105;13;26;26;52;78;COBERTO;1;2;3
11;3106;13;26;26;52;78;COBERTO;1;2;3
11;3107;13;26;26;52;78;COBERTO;1;2;3
11;3108;13;26;26;52;78;COBERTO;1;2;3
11;3109;13;26;26;52;78;COBERTO;1;2;3
11;3110;13;26;26;52;78;COBERTO;1;2;3
11;3111;13;26;26;52;78;COBERTO;1;2;3
11;3112;13;26;26;52;78;COBERTO;1;2;3
11;3113;13;26;26;52;78;COBERTO;1;2;3
11;3114;13;26;26;52;78;COBERTO;1;2;3
11;3115;13;26;26;52;78;COBERTO;1;2;3
11;3116;13;26;26;52;78;COBERTO;1;2;3
12;A01;33;66;66;132;198;EXTERNO;1;2;3
12;A02;33;66;66;132;198;EXTERNO;1;2;3
12;A03;33;66;66;132;198;EXTERNO;1;2;3
12;A04;33;66;66;132;198;EXTERNO;1;2;3
12;A05;33;66;66;132;198;EXTERNO;1;2;3
12;A06;33;66;66;132;198;EXTERNO;1;2;3
12;A07;33;66;66;132;198;EXTERNO;1;2;3
12;A08;33;66;66;132;198;EXTERNO;1;2;3
12;A09;33;66;66;132;198;EXTERNO;1;2;3
12;A10;33;66;66;132;198;EXTERNO;1;2;3
12;A11;4;8;8;16;24;EXTERNO;1;2;3
12;A12;4;8;8;16;24;EXTERNO;1;2;3
12;A13;4;8;8;16;24;EXTERNO;1;2;3
12;A14;26;52;52;104;156;EXTERNO;1;2;3
12;A15;26;52;52;104;156;EXTERNO;1;2;3
12;A16;26;52;52;104;156;EXTERNO;1;2;3
12;A17;26;52;52;104;156;EXTERNO;1;2;3
12;A18;26;52;52;104;156;EXTERNO;1;2;3
12;A19;26;52;52;104;156;EXTERNO;1;2;3
12;A20;26;52;52;104;156;EXTERNO;1;2;3
12;A21;26;52;52;104;156;EXTERNO;1;2;3
12;A22;26;52;52;104;156;EXTERNO;1;2;3
12;A23;26;52;52;104;156;EXTERNO;1;2;3
12;A24;26;52;52;104;156;EXTERNO;1;2;3
12;A25;26;52;52;104;156;EXTERNO;1;2;3
12;F01;18;36;36;72;108;EXTERNO;1;2;3
12;F02;6;12;12;24;36;EXTERNO;1;2;3
12;F03;19;38;38;76;114;EXTERNO;1;2;3
12;F04;19;38;38;76;114;EXTERNO;1;2;3
12;F05;19;38;38;76;114;EXTERNO;1;2;3
12;F06;19;38;38;76;114;EXTERNO;1;2;3
12;F07;19;38;38;76;114;EXTERNO;1;2;3
12;F08;19;38;38;76;114;EXTERNO;1;2;3
12;F09;19;38;38;76;114;EXTERNO;1;2;3
12;F10;19;38;38;76;114;EXTERNO;1;2;3
12;F11;19;38;38;76;114;EXTERNO;1;2;3
12;F12;19;38;38;76;114;EXTERNO;1;2;3
12;F13;19;38;38;76;114;EXTERNO;1;2;3
12;P01;25;50;50;100;150;EXTERNO;1;2;3
12;P02;25;50;50;100;150;EXTERNO;1;2;3
12;P03;25;50;50;100;150;EXTERNO;1;2;3
12;P04;25;50;50;100;150;EXTERNO;1;2;3
12;P05;25;50;50;100;150;EXTERNO;1;2;3
12;P06;25;50;50;100;150;EXTERNO;1;2;3
12;P07;25;50;50;100;150;EXTERNO;1;2;3
12;P08;25;50;50;100;150;EXTERNO;1;2;3
12;P09;25;50;50;100;150;EXTERNO;1;2;3
12;P10;25;50;50;100;150;EXTERNO;1;2;3
13;Retrabalho;10;20;20;40;60;COBERTO;1;2;3
13;Scrap;10;20;20;40;60;COBERTO;1;2;3
14;TRANSITORIO;15;30;30;60;90;AGUARDANDO;1;2;3
14;BolsaoExterno;15;30;30;60;90;AGUARDANDO;1;2;3
